Ulasan,Label
"['api', 'tidak', 'kunjung', 'padamnyala', 'hujan', 'ayo', 'tinggal', 'bawa', 'jagung']",Negatif
"['akses', 'lokasi', 'mudah']",Positif
"['keajaiban', 'alam', 'kebesaran', 'allah', 'swt']",Positif
"['fenomena', 'alam', 'akal', 'manusia', 'tidak', 'menelitinya']",Negatif
"['bersih', 'dibanding', 'kedatangan', 'semoga', 'terjaga', 'lbh', 'fasilitas']",Positif
"['fenomena', 'aneh', 'wajib', 'mampir']",Positif
"['api', 'alam', 'menyala', 'tidak', 'kunjung', 'padam', 'cari', 'hiburan', 'malam', 'mencari']",Negatif
"['sampah', 'tempatnya', 'kotor', 'mengecewakan']",Negatif
"['anugrah', 'tuhan', 'menyala', 'apinya', 'bersyukur']",Positif
"['wisata', 'mahal', 'tiket', 'masuk', 'parkir', '…']",Negatif
"['fenomena', 'alam', 'dimiliki', 'pamekasan', 'jalan', 'raya', 'barat', 'pamekasan', 'mentari', 'menjauhi', 'ufuk', 'barat', 'parkir', 'luas', 'toiletnya', 'bersih', 'toko', 'toko', 'penjual', 'sovenir']",Positif
"['wisata', 'alam', 'lokal', 'penuh', 'nyala', 'kehangatan']",Negatif
"['kesini', 'berekspektasi', 'tidak', 'sewah', 'dibayangkan']",Negatif
"['akses', 'masuk', 'sempit', 'mengalah', 'mobil', 'papasan', 'parkir', 'luas', 'tapi', 'dikelola', 'profesional', 'mushola', 'kamar', 'mandi', 'bersih', 'harga', 'makanan', 'standar']",Negatif
"['pengembangan', 'semangat', 'bertumbuh', 'berkembang']",Positif
"['sangat', 'unik', 'menarik']",Positif
"['langsung', 'kejadian', 'alam', 'mengagumkan', 'subhanallah', 'agung', 'ciptaan', 'allah']",Positif
"['siang', 'kesini', 'apinya', 'tidak', 'selfi']",Positif
['menakjubkan'],Positif
"['tempatnya', 'enak', 'cuaca', 'dingin', 'duduk', 'dipinggir', 'api', 'tidak', 'kunjung', 'padam', 'waaah', 'enak', 'pembelanjaannya', 'murah', 'murah', 'sesuai', 'isi', 'dompet', '😅', 'kulinernya', 'isi', 'dompet', 'isi', 'perut', 'insyaallah', 'memuaskan', 'yaa', '…']",Negatif
"['wisata', 'sangat', 'natural', 'banget']",Positif
"['suasana', 'sore', 'menjelang', 'petang❤jangan', 'lupa', 'berkunjung', 'api', 'tidak', 'kunjung', 'padam😊', '…']",Negatif
"['perawatan', 'lingkungan']",Negatif
"['bang', 'sampah', 'tambahan', 'papan', 'informasi', 'sejarah', 'api', 'abadi']",Negatif
"['kandungan', 'makna', 'menunjukan', 'semangat', 'tidak', 'habisnya']",Negatif
"['sayangnya', 'kesana', 'apinya', 'padam', 'nyalakan', 'gerimis']",Negatif
"['merenungi', 'ciptaan', 'tuhan', 'maha', 'kuasa', 'disekitarnya', 'tokowarung', 'berjualan', 'minuman', 'pakaian', 'tips', 'membeli', 'jagung', 'dibakar', 'pilihlah', 'jagung', 'manis']",Negatif
"['apinya', 'tidak', 'mati', 'masak', 'jagung', 'mateng']",Positif
"['takjub', 'travelling', 'bar', 'madu', 'madu', 'asli', 'murni', 'alami', 'organik']",Negatif
"['ciamiq', 'destinasi', 'sangat', 'jarang', 'indonesia', 'ayo', 'dulur', 'kesini', 'menyusul', 'saran', 'tkp', 'matahari', 'terbenam', 'nuansa', 'api', '💙', '…']",Negatif
"['pemerintah', 'menertibkan', 'punglimasak', 'kmren', 'masuk', 'ditarik', 'orang', 'bwa', 'rombongan', 'bus', 'orangdan', 'orang', 'tu', 'tidak', 'apaparkir', 'bayarperlu', 'ditertibkan', 'lagiagar', 'orang', 'rombongan', 'ksana', 'tidak', 'risih', 'pungli', 'trsbut']",Negatif
"['sayang', 'tempatnya', 'tidak', 'terawat', 'orang', 'berjualan', 'tidak', 'dipelihara', 'dng']",Negatif
"['sangat', 'menakjubkanbenar', 'kuasanya', 'allah', 'swt']",Negatif
"['keren', 'kali', 'kesini', 'sangat', 'penasaran', 'sesampainya', 'langsung', 'pesan', 'jagung', 'muda', 'dibakar', 'sangat', 'menabjubkan']",Negatif
"['pengalaman', 'area', 'api', 'tk', 'kunjung', 'padambakar', 'jagung', 'ma', 'family', 'ter', 'kesan', 'udeng', 'madurakenangan', 'syamaturnuwun', 'geh🙏🙏🙏', '…']",Negatif
"['malam', 'bagus', 'menghangatkan', 'badan']",Negatif
"['lumayan', 'bagus', 'wisatanya']",Negatif
"['penduduk', 'api', 'tidak', 'padam', 'berasal', 'panas', 'bumi', 'penjual', 'pisau', 'petis', 'cobek', 'semen', 'tanah', 'lihat', 'api', 'abadi', 'dipakai', 'penduduk', 'merebus', 'air', 'membakar', 'jagung', 'memasak', 'cocok', 'dikunjungi', 'siang']",Negatif
"['pantainya', 'nyaman', 'parkirannya', 'luas']",Positif
"['wisata', 'benarbenar', 'alami', 'dikunjungi', 'wisatawan', 'lokal', 'nasional', 'api', 'abadi', 'menyala', 'tidak', 'padam', 'masyarakat', 'ramahramah', 'murah', 'senyum', 'menyambut', 'wisatawan', '…']",Positif
"['unik', 'api', 'menyala', 'tanah', 'madura']",Positif
"['kuasa', 'allah', 'api', 'tidak', 'kunjung', 'padam', 'pamekasan']",Negatif
"['sangat', 'suka', 'senang', 'berkunjung', 'api', 'tidak', 'kunjung', 'padanm', 'sekeluarga', 'refresing', 'minggu', 'menghikangkan', 'jenuh', 'membawa', 'ikan', 'hasil', 'menembak', 'dermaga', 'branta', 'beli', 'jagung', 'disana']",Positif
"['wisata', 'alam', 'unik', 'langka', 'menarik', 'fasilitas', 'wisata', 'perhatian', 'pemerintah', 'cocok', 'refreshing', 'keluarga', 'bakar', 'jagung', 'barbeque', 'dan seterusnya']",Negatif
"['belanja', 'oleholeh', 'tidak', 'fasilitas', 'hiburan', 'wisata', 'kulinernyacoba', 'dtambahkan', 'permainan', 'anakanak', 'wisata', 'kulinernya', 'menarik']",Negatif
"['wisata', 'api', 'abadi', 'api', 'tidak', 'kunjung', 'padam', 'terletak', 'kabupaten', 'pamekasan', 'disarankan', 'berkunjung', 'malam', 'nyala', 'api', 'bagus', 'lupa', 'bawa', 'ikan', 'jagung', 'biar', 'bakar', '☺', 'stand', 'penjual', 'kuliner', 'khas', 'madura', 'area', 'wisata']",Negatif
"['lumayan', 'penasaran', 'pengunjung', 'kota']",Negatif
"['keunikan', 'wisata', 'api', 'tidak', 'kunjung', 'padam', 'semburan', 'api', 'berasal', 'permukaan', 'tanah', 'perut', 'bumi', 'hebatnya', 'diguyur', 'air', 'api', 'menyala', '…']",Negatif
"['wowkeren', 'api', 'tidak', 'kunjung', 'padam', 'pamekasan', 'gas', 'alam', 'bumi', 'retakan', 'sesaran', 'kulit', 'bumi', 'gas', 'alam', 'permukaan', 'bumi', 'bereaksi', 'udara', 'api', 'tidak', 'kunjung', 'padam']",Positif
"['wisata', 'bagus', 'tukang', 'parkirnya', 'diwaspadai', 'mentangpakai', 'anting', 'pasang', 'wajah', 'galak', 'tidak', 'sok', 'sok', 'an', 'karcisnya', 'pasang', 'wajah', 'sok', 'banget', 'kasian', 'wisatanya', 'orangnya', 'tukang', 'parkir', 'hatiuntuk', 'plat', 'madura']",Positif
"['bagus', 'ramah', 'lingkungan']",Negatif
"['apinya', 'tidak', 'padam', 'tinggal', 'mencongkel', 'tanahnya', 'pakai', 'kayu', 'apinya', 'langsung', 'nyala', 'asyik', 'klau', 'malam', 'bakar', 'jual', 'jagung', 'bakar', 'ikan', 'bawa']",Negatif
"['api', 'tidak', 'padam', 'hujan', 'buka', 'jam', 'jam', 'malam', 'pasar', 'buka', 'jual', 'oleholeh', 'pakaian', 'khas', 'madura', 'pamekasan']",Negatif
"['kali', 'mengunjungi']",Negatif
"['tempatnya', 'bagus', 'oleholeh', 'khas', 'madura']",Positif
"['sangat', 'bagus', 'wisatanya']",Negatif
"['wisata', 'alam', 'wisata', 'nikmati', 'api', 'menyala', 'nyala', 'tidak', 'padam', 'pamekasan', 'wajib', 'mampir', 'teman-teman', 'menikmati', 'api', 'alam', 'bakar', 'jagung', 'lho']",Negatif
"['indahnya', 'tanah', 'kelahiranku', 'pamekasan', 'tercinta']",Positif
"['januari', 'dinas', 'pariwisata', 'budaya', 'kepala', 'desa', 'larangan', 'tokol', 'membebasakan', 'tiket', 'masuk', 'semoga', 'tidak', 'pungutan', 'bis', 'masuk']",Positif
"['pengelolaan', 'bagus', 'tiket', 'masuknya', 'murah', 'cmn', 'bayar', 'parkir']",Positif
"['sangat', 'dramatis', 'tidak', 'dikelola', 'pemkab']",Positif
"['potensial', 'dikembangkan', 'tingkatkan', 'kebersihan']",Positif
"['area', 'panas', 'disekitaran', 'api', 'tidak', 'kunjung', 'padambanyak', 'warga', 'memanfaatkannya', 'sekedar', 'masak', 'airmasak', 'nasi', 'bakar', 'jagung', 'ramai', 'lokasi', 'wisata', 'kabupaten', 'pamekasanmadura']",Negatif
"['wisata', 'dikelola', 'perkampungan']",Negatif
"['wisata', 'bersejarah', 'daerah', 'pamekasan', 'salah', 'bentuk', 'keajaiban', 'apinya', 'tidak', 'padam', 'musim', 'hujan', 'orang', 'bakar', 'bakar']",Positif
['terkesan'],Negatif
"['kilometer', 'masuk', 'kota', 'pamekasan', 'mengunjungi', 'api', 'nan', 'kunjung', 'padam', 'api', 'abadi', 'desa', 'larangan', 'tokol', 'kecamatan', 'tlanakan', 'kabupaten', 'pamekasan', '…']",Negatif
"['api', 'alam', 'api', 'keabadian', 'pamekasan']",Positif
"['keren', 'apinya', 'tidak', 'padam']",Positif
"['apinya', 'benarbenar']",Negatif
"['unik', 'masyarakat', 'disana', 'sopan']",Positif
"['api', 'menyala', 'titik', 'terkesan', 'tidak', 'terawat', 'gas', 'pagar', 'menyala', 'merusak', 'pondasi', 'pagar', 'pembatas']",Negatif
"['pariwisata', 'alam', 'dpamekasan', 'api', 'tidak', 'kunjung', 'padammasyarakat', 'ramah', 'harga', 'souvenir', 'tidak', 'terlampau', 'mahalcoba', 'deh', 'berkunjung', 'tidak', 'menyesal', 'joss']",Positif
"['semoga', 'abadi']",Negatif
"['penmbayaran', 'sampek', 'kali', 'masuk', 'parkir', 'bayar', 'lokasi', 'lebih baik', 'jadikan']",Negatif
"['seru', 'banget', 'tempatnya']",Positif
"['sangat', 'indah', 'menakjubkan', 'subhanallah']",Positif
"['objek', 'wisata', 'pamekasan', 'api', 'abadi', 'tanah']",Negatif
"['pasar', 'sih', 'wisata', 'tapi', 'worth', 'it', 'harganya', 'murah', 'murah', 'g', 'bikin', 'kantong', 'bolong😍😁', '…']",Positif
"['asyik', 'banget', 'apinya', 'tidak', 'mati', 'jam', 'non', 'henti']",Positif
"['bagus', 'alami', 'bagus', 'datangnya', 'malam']",Positif
"['destinasi', 'wisata', 'pertimbangan', 'berkunjung', 'pamekasan', 'madura', 'unik', 'ajaib', 'fenomena', 'alam', 'patut', 'dijaga', 'kelestariannya']",Positif
"['api', 'tidak', 'kunjung', 'padam', 'lumayan', 'bagus', 'jalannya', 'bagus', 'tidak', 'lobang', 'semoga', 'kedepannya', 'bagus']",Positif
"['seneng', 'banget', 'tapi', 'sayang', 'siang', 'kali', 'malam']",Positif
"['lokasi', 'kukunjungi', 'pamekasan', 'api', 'tidak', 'padam', 'diguyur', 'hujan', 'bakar', 'jagung']",Negatif
"['sangat', 'bagus']",Positif
"['tempatnya', 'nyaman', 'banget', 'orangnya', 'ramah²', '☺️']",Positif
"['penasaran', 'tapi', 'tempatnya', 'terawat']",Negatif
"['sanagat', 'bagus']",Negatif
"['patut', 'lestarikan', 'pengawasan', 'berwajib', 'pengelolaan', 'wisata']",Positif
"['alun', 'alun', 'pasuruan', 'kota', 'sebelah', 'makam', 'mbah', 'hamid', 'orang', 'orang', 'ziaroh', 'makam', 'mbh', 'hamid']",Negatif
"['unik', 'tapi', 'terawat']",Negatif
"['lokasi', 'kota', 'pamekasan', 'maduratempatnya', 'rekreasi', 'sangat', 'mengecewakan']",Negatif
"['jalan', 'lokasi', 'api', 'tidak', 'kunjung', 'padam', 'rusak', 'area', 'api', 'terawat']",Negatif
['loket'],Negatif
"['apinya', 'tidak', 'padam']",Negatif
"['tempatnya', 'kelola', 'masuk', 'kawasan', 'wisata', 'dimintain', 'karcis', 'x', 'orang', 'berbeda']",Negatif
"['bagus', 'menyenangkan', 'pengunjung']",Negatif
"['ramai', 'kunjungi', 'apinya', 'tidak', 'padam', 'bakar', 'jagung']",Negatif
"['tempanya', 'myaman', 'blanja', 'harga', 'murah', 'pasar', 'tradisional']",Positif
"['sangat', 'mengesankan', 'karya', 'tuhan', '😊', '…']",Positif
"['situ', 'beli', 'pisau', 'clurit', 'madura', 'parang', 'dan lain-lain', 'bahannya', 'bagus']",Positif
"['keunikan', 'dunia', 'pamekasan', 'lengkapi', 'aneka', 'pedagang', 'souvenir', 'makanan', 'khas', 'madura']",Positif
"['wisata', 'pamekasan', 'namanya', 'api', 'tidak', 'kunjung', 'padam', 'apinya', 'tidak', 'padam', 'nyala']",Negatif
"['piknik', 'asik']",Positif
"['senang', 'api', 'tidak', 'padam']",Positif
"['lokasi', 'panas', 'siang', 'sptnya', 'lbh', 'asik', 'dikunjungi', 'malam', '😊', '…']",Positif
"['parkir', 'luas', 'warna', 'api', 'bagus', 'malam']",Negatif
"['tempatnya', 'penataan', 'ruang']",Negatif
"['tolong', 'ditertibkan', 'orang', 'mintaterkesan', 'memaksa', 'anak', 'orang', 'dewasa']",Negatif
"['wisata', 'api', 'tidak', 'kunjung', 'padam', 'desa', 'larangan', 'tokol', 'kecamatan', 'tlanakan', 'kabupaten', 'pamekasan', 'madura']",Positif
"['sangat', 'bagustapi', 'baguskan', 'tempatnyasupaya', 'nyaman']",Negatif
"['wisata', 'alam', '🔥', 'tidak', 'padam', 'bagus', 'dikunjungi', 'souvernir', 'khas', 'madura', '😎', '…']",Negatif
"['tempatnya', 'bersih', 'lokasi', 'parkir', 'luas', 'belanja', 'souvenir', 'murah', 'murah']",Positif
"['kuasa', 'allah', 'api', 'tidak', 'kunjung', 'padam', 'belanjanya', 'murah', 'suka']",Positif
"['bagus', 'wisata', 'malam', 'ramai']",Positif
"['melayani', 'order', 'roti', 'hajatan', 'dan lain-lain']",Positif
"['hati', 'plat', 'madura', 'pungli', 'tidak', 'arah']",Negatif
"['sunggu', 'ciptaan', 'allah', 'tanah', 'api']",Positif
"['sya', 'tapi', 'tidak', 'promosi', 'dn', 'penasaran']",Positif
"['salah', 'pilihan', 'liburan', 'nataru']",Negatif
"['mengesankan', 'si', 'masak', 'api', 'tidak', 'padam', 'padam', 'aneh', '🤔🤔', '…']",Positif
"['panas', 'api', 'diameter', 'm', 'luas']",Negatif
"['wisata', 'alam', 'api', 'tidak', 'padam', 'bersumber', 'gas', 'alam']",Positif
"['api', 'tidak', 'padam', '👍', '…']",Negatif
"['api', 'abadi', 'dipamekasan', 'madura', 'api', 'berpindah', 'membakar', 'pagar', 'pembatas']",Negatif
"['wisata', 'sangat', 'menarik']",Positif
"['salah', 'wisata', 'favorit', 'api', 'gas', 'alami', 'pulau', 'madura']",Negatif
"['langganan', 'wisata', 'keluarga', 'pamekasan', 'bakar', 'jagung', 'api', 'alam']",Positif
"['ditingkatkan', 'fasilitas', 'daya', 'tarik', 'pengunjung']",Positif
"['bagus', 'alami', 'harga', 'terjangkau']",Negatif
"['bagus', 'subhanallah', 'apinya', 'tidak', 'padam']",Negatif
"['apinya', 'tidak', 'padam', 'walao', 'kena', 'hujan', 'selebat', 'apapun']",Negatif
"['bagustempat', 'wisata', 'alam', 'sangat', 'menarik']",Positif
"['tempatnya', 'teratur', 'lumayan', 'kotor', 'kurangnya', 'perhatian', 'pemerintah']",Negatif
"['main', 'kesini', 'tapi', 'apiy', 'tidak', 'kunjung', 'padam']",Positif
"['kagum', 'api', 'pon', 'kali', 'ambil', 'api', 'tidak', 'kunjung', 'padam', 'pamekasan']",Positif
"['asyik', 'ekonimis']",Negatif
"['tidak', 'plakat', 'penanda', 'selfiperlu', 'dikembangkan']",Positif
"['bagus', 'nyaman', 'kuliner']",Positif
"['mantap', 'sih', 'bakar', 'jagung']",Positif
"['alhamdulillah', 'mang', 'menarik', 'apinya', 'tidak', 'padam', 'asyiiikk']",Negatif
"['suka', 'pelayanan', 'rest', 'areanya']",Positif
"['masyarakat', 'ramah', 'menawarkan', 'dagangan']",Positif
"['masyarakat', 'jemur', 'pakaian', 'pagar', 'api', 'abadi']",Positif
"['bagus', 'view', 'lengkap', 'murah', 'meriah']",Positif
"['salah', 'bentuk', 'kekuasaan', 'allah']",Negatif
['bagus'],Negatif
"['dijadikan', 'wisata', 'edukasi', 'alam']",Positif
"['tempatnya', 'nyaman', 'warga', 'sangat', 'bersahabat']",Positif
"['bagus', 'indah', 'romantis']",Positif
"['masuk', 'disuruh', 'bayar', 'iuran', 'orang']",Negatif
"['sangat', 'api', 'alami']",Positif
"['unik', 'menarik', 'menikmati', 'indahnya', 'ciptaan', 'tuhan']",Positif
"['dikelola', 'kesannya', 'kumuh']",Negatif
"['api', 'alami', 'cocok', 'bakar', 'jagung']",Positif
"['beneran', 'apinya']",Negatif
"['pengelolaan', 'maksimal', 'tumpang', 'tindih', 'tiket']",Negatif
"['panas', 'banget']",Negatif
"['salah', 'bukti', 'fenomena', 'alamsenantiasa', 'bersyukur']",Negatif
"['masyarakat', 'sangat', 'ramah']",Negatif
"['malam', 'suananya', 'asik', 'makan', 'jagung', 'bakar']",Positif
"['sungguh', 'kekuasaan', 'allah', 'swt']",Positif
"['menikmati', 'ciptakan', 'allah', 'stw']",Positif
"['orang', 'berkunjung', 'kesini']",Negatif
"['enak', 'santai', 'bakar', 'bakar', 'teman', 'teman']",Positif
"['unik', 'menarik', 'malam']",Positif
"['belanja', 'lumayan', 'murah']",Positif
"['bgus', 'lihat', 'ajaiban', 'alam', 'beli', 'sofener']",Positif
"['wisata', 'alam', 'tanahnya', 'korek', 'korek', 'apinya']",Positif
"['indonesia', 'keunikan', 'api', 'abadi', 'madura']",Positif
"['tidak', 'menarik', 'penjual', 'sepiiii']",Negatif
"['tempatnya', 'bagus', 'cocok', 'dikunjungi', 'wisatawan👍👍', '…']",Negatif
['menyenangkan'],Positif
"['api', 'tidak', 'padam']",Negatif
"['legend', 'banget', 'desa', 'yah', 'enak', 'banget', 'berwisata']",Positif
"['lokasi', 'mudah', 'jangkau', 'parkir', 'luas']",Positif
"['wisata', 'aneh', 'tapi', 'nyata', 'api', 'tidak', 'kunjung', 'padam']",Positif
"['sangat', 'ramai', 'malam', 'minggu']",Negatif
"['sangat', 'menyenangkan']",Positif
"['kotor', 'tidak', 'menarik']",Negatif
"['bagus', 'wisata', 'unik', 'wisata', 'khas', 'pamekasan']",Positif
"['lumayanlah', 'tapi', 'orang', 'kebanyakan', 'narikin', 'karcis']",Negatif
"['wisata', 'madura', 'kunjungi']",Negatif
"['nonton', 'film', 'nyaman', 'santai']",Positif
"['nyamn', 'santai', 'wisata', 'baka', 'bakar']",Positif
"['alhamdulillah', 'nyampek', 'istirahat']",Positif
"['salah', 'wisata', 'madura']",Positif
"['lumayan', 'memuaskan']",Positif
"['bagus', 'malam']",Positif
"['api', 'tidak', 'mati', 'madura']",Negatif
"['hujan', 'api', 'tidak', 'mati']",Negatif
"['sepi', 'tapi', 'bagus']",Negatif
"['pedagang', 'wisata', 'sangat', 'ramah']",Negatif
"['tempatnya', 'tidak', 'terawat', 'mempesona']",Negatif
"['apinx', 'tidak', 'padam']",Negatif
"['fakta', '🔥', 'abadi', 'pamekasan', 'madura', '…']",Negatif
"['tukang', 'parkir', 'preman']",Negatif
"['api', 'tidak', 'padamtempatnya', 'nyaman']",Positif
"['bagus', 'ramai', 'pengunjung']",Positif
"['tempatnya', 'asri', 'parkiran', 'luas']",Positif
"['malam', 'keren']",Positif
['bagus'],Positif
"['sumber', 'air', 'bersih', 'daerah', 'kecamatan', 'waru']",Positif
"['parkiran', 'curang', 'ngasi', 'paku']",Negatif
"['wisata', 'api', 'alam', 'fenomena', 'hits', 'madura']",Negatif
"['enak', 'bakar', 'jagung', '🌽', '…']",Negatif
"['mengorek', 'api']",Negatif
"['bagus', 'cocok', 'liburan', 'keluarga']",Positif
"['wisata', 'alam', 'enak', 'bakar', 'bakar']",Negatif
"['khas', 'madura', 'trsedia', 'disana']",Positif
"['wisata', 'sangat', 'bagus']",Positif
"['salah', 'wujud', 'kekuasaan', 'alloh']",Positif
"['tempatnya', 'ekspektasi']",Positif
"['sepi', 'penjual', 'jagungnya', 'mahal']",Positif
"['bakarbakaran', 'jagung']",Negatif
"['langsung', 'menakjubkan']",Negatif
"['salah', 'tujuan', 'wisata', 'alam', 'pamekasan', 'madura']",Positif
"['kota', 'pamekasan', 'keren', 'dikunjungi']",Negatif
"['objek', 'wisata', 'alami', 'pamekasan']",Positif
"['tempatnya', 'asyik', 'fun']",Positif
"['sangat', 'bagus']",Positif
"['sangat', 'menghibur']",Positif
"['bagus', 'menghibur']",Positif
"['wisata', 'patut', 'dikunjungi']",Positif
"['tempatnya', 'bagus']",Positif
"['lumayan', 'lahhbagussss']",Positif
"['asyik', 'bakar']",Positif
"['bakar', 'jagung', 'hehehehe']",Positif
['bermain'],Positif
"['yaaaa', 'suka']",Positif
"['lumayan', 'ngangetin', 'badan']",Positif
"['fenomena', 'alam', 'menarik']",Negatif
"['lumayan', 'bagus']",Positif
"['enak', 'bakar', 'jagung']",Positif
"['pantai', 'sejuk', 'indah']",Positif
['bagus'],Positif
"['kebanyakan', 'pungutan', 'x']",Negatif
"['recomended', 'banget']",Positif
"['bakar', 'jagung']",Negatif
"['tempatnya', 'rapi']",Negatif
"['sangat', 'bagus']",Positif
"['cocok', 'merenung']",Positif
"['fenomena', 'alam', 'bagus']",Negatif
"['mantab', 'jiwa']",Negatif
['keramaian'],Positif
"['jalan', 'asli tetapi palsu']",Negatif
"['destinasi', 'wisata', 'api', 'tidak', 'kunjung', 'padam']",Negatif
"['lumayan', 'wisata', 'madura']",Positif
"['karya', 'maha', 'kuasa']",Positif
"['tempatnya', 'monoton']",Negatif
"['sungguh', 'senang', 'sna']",Negatif
"['baguss', 'tempatnya', 'unik']",Positif
"['jalur', 'gunung', 'api']",Negatif
"['madura', 'mampir', 'kesini']",Positif
"['keren', 'pokoknya']",Positif
"['menandakan', 'kekuasaan', 'allah']",Negatif
"['bagus', 'istimewa']",Positif
"['alhamdulillah', 'nympek', 'apik', 'abadi']",Positif
"['fenomena', 'alam']",Positif
"['tempatnya', 'tidak', 'pembenahan']",Negatif
"['anak', 'peminta']",Negatif
"['jam', 'buka']",Negatif
"['masyarakat', 'sangat', 'ramah']",Negatif
['terawat'],Negatif
"['sayang', 'perawatan']",Negatif
"['ok', 'deh']",Negatif
"['bebek', 'sinjay', 'warisan', 'kuliner', 'menggoda', 'selera', 'cita', 'khas', 'bebek', 'memikat', 'lidah', 'kelezatan', 'dagingnya', 'empuk', 'bumbu', 'rempah', 'meresap', 'proses', 'pembuatan', 'tradisional', 'sentuhan', '…']",Negatif
"['sepertu', 'cabang', 'bangkalan', 'tidak', 'khawatir', 'mengantri', 'yah', 'kecuali', 'weekend', 'musholla', 'toilet', 'tersedia', 'area', 'parkir', 'luas', 'cocok', 'foto', '👍', '…']",Negatif
"['tapi', 'renang', 'butek', 'soale', 'isinya', 'lumpur', 'bawahe', 'penginapannya', 'panas', 'dapetnya', 'pojok', '…']",Negatif
"['pengelolaannya', 'maksimal', 'berbasis', 'mandiri']",Negatif
"['air', 'terjun', 'tidak', 'terawat', 'sampah', 'berserakan']",Negatif
"['jalan', 'tidak', 'terawat', 'sarana', 'foto', 'venue', 'jembatan', 'buatan']",Negatif
"['tidak', 'keren', 'butuh', 'dibersihkan', 'area', 'nonton', 'air', 'terjunnya', 'airnya', 'tumbuhan']",Negatif
['dirawat'],Negatif
"['sayang', 'tidak', 'renang', 'luas', 'tempatnya']",Negatif
"['wisatanya', 'dirawat', 'tidak', 'bersih', 'cenderung', 'kesini', 'disarankan', 'pagi']",Negatif
"['terawat', 'fasilitas', 'minim', 'jarak', 'toilet', 'venue', 'lumayan']",Negatif
"['tidak', 'opening', 'sampah', 'berserakan']",Negatif
['dikelola'],Negatif
"['ajadilarang', 'nyemplung', 'berenang']",Negatif
"['penasarannn', 'tidak', 'nyampek', 'kesana', 'disana', 'mengecewakan']",Negatif
"['dialiran', 'air', 'terjun', 'sampah', 'sampah', 'plastik', 'berserakan']",Negatif
"['november', 'unik', 'air', 'terjun', 'pinggir', 'laut', 'saran', 'lihat', 'airnya', 'bagus', 'jernih', 'berkunjung', 'kesini', 'musim', '…']",Negatif
"['pulau', 'madura', 'obyek', 'wisata', 'air', 'terjun', 'pikir', 'madura', 'obyek', 'wisata', 'bukit', 'kapur', 'pantai', 'madura', 'obyek', 'wisata', 'menakjubkan', 'salah', 'satunya', 'air', 'terjun', 'toroan', '…']",Negatif
"['pemandangan', 'indah', 'adem', 'suasanyanya', 'pinggir', 'laut', 'Cuma', 'air', 'terjunya', 'musim', 'hujan']",Negatif
"['sayang', 'sampah', 'terbawa', 'aliran', '…']",Negatif
"['bagus', 'air', 'terjun', 'alami', 'suasana', 'adem', '…']",Positif
"['tiket', 'masuk', 'rborang', 'anak', 'free', 'batu', 'karang', 'air', 'air', 'terjun', 'keruh', 'tapi', '…']",Negatif
"['mantap', 'viewnya', 'bagus', 'banget', 'asri', 'air', 'terjunnya', 'langsung', 'pantai']",Positif
"['tergolong', 'unik', 'menarik', 'dikunjungi', 'air', 'terjunnya', 'langsung', 'tumpah', 'menyatu', 'laut', 'aliran', 'air', 'terjunnya', 'berasal', 'hulu', 'sungai', 'diatas', 'air', 'terjun']",Positif
"['sumenep', 'air', 'terjun', 'utara', 'butuh', 'perjuangan', 'melewati', 'hutan', 'sepi', 'perbukitan', 'jalannya', 'lubang']",Negatif
"['spot', 'lokasi', 'wisata', 'wajib', 'kunjung', 'berkunjung', 'pulau', 'madura']",Positif
"['tempatnya', 'bagus', 'tolong', 'tambahkan', 'spot', 'spot', 'foto', 'air', 'terjunnya', 'taman', 'main', 'anak', 'rekomendasi']",Negatif
"['sengkok', 'oreng', 'ketapang', 'banci', 'dus', 'nodusih', 'sangat', 'tidak', 'rekomendasi', '…']",Negatif
"['patut', 'dicoba', 'sangat', 'alami', 'masuk', 'infokan', 'petugas', 'airnya', 'musin', 'kemarau', 'suka', 'debit', 'air', 'terjunnya']",Positif
"['parkir', 'panas', 'tidak', 'teduh']",Negatif
"['bagus', 'view', 'tapi', 'tidak', 'sanggup', 'naek', 'turun', 'tangganya', 'sih', 'diexplore', 'banget', 'letaknya', 'jalur', 'utara', 'madura', 'banget', 'sepi', 'tempatnya']",Negatif
"['tempatnya', 'bagus', 'banget', 'senang', 'liburan', 'ketempat', 'kaya', 'bikin', 'bahagia', 'air', 'terjun', 'bagus', 'banget']",Negatif
"['kotor', 'banget']",Negatif
"['keren', 'banget', 'sih', 'kesini', 'sore', 'hasil', 'fotonya', 'keren', 'masuk', 'bayar', 'parkir', 'air', 'terjunnya', 'turun', 'parkiran', 'parkiran', 'penjual', 'makanan', 'minuman', 'lesehan', 'langsung', 'view', 'arah', 'pantainya']",Negatif
"['bagus', 'bersih', 'pantainya', 'dirawat', 'dibersihkan', 'sangat', 'indah']",Negatif
"['kesana', 'airnya', 'deres', 'banget', 'tapi', 'keren', 'bagus', 'pemandangannya']",Positif
"['baguss', 'pantai', 'air', 'terjun', 'biaya', 'masuk', 'perorang', 'parkir', 'motor', 'kesana', 'enak', 'pagi', 'air', 'surut', 'foto', 'spot²', 'bagus']",Positif
